app_id,title,description
e8252c3e-2203-491d-aef0-090ff546eeb9,,Sync and Segment
e8252c3e-2203-491d-aef0-090ff546eeb9,,Personalize and Automate
e8252c3e-2203-491d-aef0-090ff546eeb9,,Collect data and report
edfcd2d8-53b0-4ea6-adfb-eb8c033fc053,,Automatically post Orders as Invoices in Xero in real-time. Great for wholesale!
edfcd2d8-53b0-4ea6-adfb-eb8c033fc053,,"Reconcile Payouts from Shopify Payments, Paypal and other payment gateways"
edfcd2d8-53b0-4ea6-adfb-eb8c033fc053,,Calculates Fees and Taxes on Orders and Payouts from payment gateways seamlessly
edfcd2d8-53b0-4ea6-adfb-eb8c033fc053,,"Maps Products to Xero accounts for Sales, COGS and Inventory based on Xero items"
edfcd2d8-53b0-4ea6-adfb-eb8c033fc053,,"Customisable mapping of Tracking Categories, Tax Codes and Fulfillment Locations"
9d5cbb85-8ba2-4e00-b17b-d3c8e55d17d0,,Install multiple Facebook pixels as Master/backup.
9d5cbb85-8ba2-4e00-b17b-d3c8e55d17d0,,"Precisely track PageView, AddToCart, Purchase and other tracking events."
9d5cbb85-8ba2-4e00-b17b-d3c8e55d17d0,,Find Facebook Interest Groups your competitors aren't targeting.
48b9c885-1fb6-4155-9713-ca0e5bd10afe,,Use eye-catching alerts and notifications to highlight limited-time offers
48b9c885-1fb6-4155-9713-ca0e5bd10afe,,Add customizable countdown bars to your store to ignite urgency and boost sales.
48b9c885-1fb6-4155-9713-ca0e5bd10afe,,Easily create and customize templates to match your brand's style and theme.
48b9c885-1fb6-4155-9713-ca0e5bd10afe,,Set specific triggers & rules when to show the widget without any coding.
48b9c885-1fb6-4155-9713-ca0e5bd10afe,,Track the performance of your timers & FOMO campaigns with detailed analytics.
0b8a2945-62a8-4e97-83b9-18f77b0b3d43,,Build your data pipeline and access real-time data in minutes.
0b8a2945-62a8-4e97-83b9-18f77b0b3d43,,Collect accurate customer events data.
0b8a2945-62a8-4e97-83b9-18f77b0b3d43,,Integrate your preferred data processing platform.
5cef4532-676e-435c-9859-b88c7f5f0027,,"Unlimited referrals, unlimited orders, unlimited sales, and no commissions"
5cef4532-676e-435c-9859-b88c7f5f0027,,Setup a referral program with unique referral links and rewards in minutes
5cef4532-676e-435c-9859-b88c7f5f0027,,Automatically turn customers into brand advocates when they make a purchase
5cef4532-676e-435c-9859-b88c7f5f0027,,Customize your thank you page widget to match your brand
5cef4532-676e-435c-9859-b88c7f5f0027,,Seamlessly track referral orders via referral links and coupons
a4b3bcce-e895-4eaa-a7ed-94cf930dfa0d,,Add a floating 'call us' phone button to your shop.
a4b3bcce-e895-4eaa-a7ed-94cf930dfa0d,,Instant installation on any theme with no coding.
a4b3bcce-e895-4eaa-a7ed-94cf930dfa0d,,Customize and style the button to fit your shop.
a4b3bcce-e895-4eaa-a7ed-94cf930dfa0d,,Choose for 4 different template style
a4b3bcce-e895-4eaa-a7ed-94cf930dfa0d,,Track pageview and clicks
e961a9d7-a443-4ffd-9405-9f1c404424ff,,View all information about subscription orders in a separate list.
e961a9d7-a443-4ffd-9405-9f1c404424ff,,View all payments of each recurring order placed by customers.
e961a9d7-a443-4ffd-9405-9f1c404424ff,,Track and manage customer subscriptions. Works with delivery date calendar app.
e961a9d7-a443-4ffd-9405-9f1c404424ff,,Set the maximum number of retries allowed for payment failure.
e961a9d7-a443-4ffd-9405-9f1c404424ff,,Decide the type of Shopify Subscriptions  you want to give your customers.
9c1fa7fb-356e-4c49-92a8-88b875e88752,,Re-order existing Shipping Options by 'Rank' (position in the list).
9c1fa7fb-356e-4c49-92a8-88b875e88752,,Hide existing Shipping Options.
9c1fa7fb-356e-4c49-92a8-88b875e88752,,Re-name existing Shipping Options - a display name for your Customers only.
76c986f7-24c1-48a0-84ae-b37be6f5b5cf,,Sync and maintain your products and inventory with your online store.
76c986f7-24c1-48a0-84ae-b37be6f5b5cf,,Create & send online presentations with the ability to capture orders
76c986f7-24c1-48a0-84ae-b37be6f5b5cf,,Manage and fulfill orders / invoices and sync them back to Shopify
76c986f7-24c1-48a0-84ae-b37be6f5b5cf,,Collect payments with credit cards using Stripe or PayPal
76c986f7-24c1-48a0-84ae-b37be6f5b5cf,,Discover new channels and ways to meet wholesale buyers
16851de1-c258-4f2e-b7a7-a05ae3dd5487,,全球海量红人资源
16851de1-c258-4f2e-b7a7-a05ae3dd5487,,红人精准搜索
16851de1-c258-4f2e-b7a7-a05ae3dd5487,,专属客服群
e89d80aa-bb32-4ff5-a65a-eac89e235554,,"Add a product from one search, and one click of a button!"
e89d80aa-bb32-4ff5-a65a-eac89e235554,,"Autofill fields such as products image, title and description and price!"
e89d80aa-bb32-4ff5-a65a-eac89e235554,,It's fast and easy to use. Stop manually entering all your product's info!
36e2a8c3-3b04-4d3b-8cb3-cbf0357aa9f7,,"Automatically collect UGC from Instagram, YouTube, TikTok, Google Reviews & more"
36e2a8c3-3b04-4d3b-8cb3-cbf0357aa9f7,,Enhance your store with embedded videos with instant one-click checkout
36e2a8c3-3b04-4d3b-8cb3-cbf0357aa9f7,,Seamlessly synchronize your Shopify products for easy product tagging.
36e2a8c3-3b04-4d3b-8cb3-cbf0357aa9f7,,"Upgrade your store’s appearance with our modern, visually appealing UGC widgets"
36e2a8c3-3b04-4d3b-8cb3-cbf0357aa9f7,,Easily run and track hashtag campaigns with Idukki’s advanced features.
822c5960-9de2-48cd-ab40-2cc63429d6bd,,Fetch detailed information for orders
822c5960-9de2-48cd-ab40-2cc63429d6bd,,Get correct VAT categorization
822c5960-9de2-48cd-ab40-2cc63429d6bd,,Serve your customers with more informative invoices
614012cc-ccc3-4b22-adf8-1211467803bd,,Programa tus retiros para un día y hora específicos
614012cc-ccc3-4b22-adf8-1211467803bd,,Admite tus paquetes obteniendo número de seguimiento y etiqueta
614012cc-ccc3-4b22-adf8-1211467803bd,,"Calcula el precio de tus despachos por servicio, peso físico y volumetrico"
49526864-7596-456b-8a7c-588be396b576,,Smart Bars to show specific and important information all the time
49526864-7596-456b-8a7c-588be396b576,,"Pop Ups to capture leads, announce a new coupon, or just shoot a message"
49526864-7596-456b-8a7c-588be396b576,,"Share a coupon, an announcement, or drive traffic to a special link"
49526864-7596-456b-8a7c-588be396b576,,"Fully customizable styles for all pop ups, smart bars, and more"
49526864-7596-456b-8a7c-588be396b576,,Drag n' Drop editor to create any combination you want with your widgets
100d508b-f90a-4cc2-93d2-52daa0b5a611,,Acquisition Analysis:Evaluate the performance of all your marketing channels
100d508b-f90a-4cc2-93d2-52daa0b5a611,,Retention analysis:Uncover customer repurchase patterns and lifetime value
100d508b-f90a-4cc2-93d2-52daa0b5a611,,Break-even analys:Marketing efficiency and budget gap analysis with optimization
100d508b-f90a-4cc2-93d2-52daa0b5a611,,Income statement:Create and predict income statement automatically
56751f14-3443-4e5f-824f-e91c3ef532e9,,Automated invoice generation for orders with support for all European languages.
56751f14-3443-4e5f-824f-e91c3ef532e9,,"Automated collation of tax data for VAT, UOSS, IOSS, ECSL and Intrastat returns."
56751f14-3443-4e5f-824f-e91c3ef532e9,,Advanced tax reporting that provides precise insights into your tax liabilities.
2d2439a2-e632-483c-aa42-eb593361c5fa,,Create product bundles and quantity break bundles to drive AOV.
2d2439a2-e632-483c-aa42-eb593361c5fa,,Improve conversion rate by adding free gifts and upsell.
2d2439a2-e632-483c-aa42-eb593361c5fa,,Adjust the colours and styling to match your store's look & feel.
2d2439a2-e632-483c-aa42-eb593361c5fa,,Analytics help you track the extra revenue app brings in real time.
2d2439a2-e632-483c-aa42-eb593361c5fa,,Find the best configuration with flexible A/B testing.
71a3c9e6-e27f-4068-9c62-21b6daf25510,,Keep your prices updated: Automatically refresh the products pages in your store
71a3c9e6-e27f-4068-9c62-21b6daf25510,,Let customers know that prices have changed with a stylish pop up message
71a3c9e6-e27f-4068-9c62-21b6daf25510,,Control the refresh interval and whether a refresh is being done automatically
71a3c9e6-e27f-4068-9c62-21b6daf25510,,Fully customizable design: Match the pop up message to your store's style
71a3c9e6-e27f-4068-9c62-21b6daf25510,,One click installation & universal theme support. No code is required.
eac85d1a-4a13-4132-9556-37f53668b6ff,,With only one click and support for all relative pages.
eac85d1a-4a13-4132-9556-37f53668b6ff,,No coding is necessary.
eac85d1a-4a13-4132-9556-37f53668b6ff,,Short and single page application without unwanted fields.
ffc2de58-17a1-4518-a518-843a3986c842,,Send automated messages to customers when their order is received or shipped.
ffc2de58-17a1-4518-a518-843a3986c842,,App is easy to set up and requires no coding or technical knowledge.
ffc2de58-17a1-4518-a518-843a3986c842,,Ability to decide which Webbook data will be sent to Discord channels.
766ed769-4888-40d2-8b50-f022b9751df1,,Instantly share updates with dynamic Announcement Bar – your info at a glance!
766ed769-4888-40d2-8b50-f022b9751df1,,Captivate shoppers with sliding Product Offer Bar – unbeatable deals in motion!
766ed769-4888-40d2-8b50-f022b9751df1,,Dynamically showcase blog updates with RSS Slider – news in sleek motion!
766ed769-4888-40d2-8b50-f022b9751df1,,"Unleash creativity: Customize with ease, endless styles & themes for your brand."
766ed769-4888-40d2-8b50-f022b9751df1,,Seamless bidirectional slides - adapts to your store's language effortlessly.
5bef0f95-06b8-48f9-99ba-2c60a27a6f39,,Visual search for clothing photos
5bef0f95-06b8-48f9-99ba-2c60a27a6f39,,Quick identification of similar products
5bef0f95-06b8-48f9-99ba-2c60a27a6f39,,Compatible with mobile image uploads
32623480-bf3e-4253-8ce3-a6d9490fca1a,,Show targeted Upsell campaigns on your Product page & cart page
32623480-bf3e-4253-8ce3-a6d9490fca1a,,Upsell related products on Product pages & Cart page
32623480-bf3e-4253-8ce3-a6d9490fca1a,,Display responsive Amazon-Style Upsell widgets on product pages & Cart page
1d3992c1-60f9-49d5-a15b-996388c5b193,,Import image and product data into your Press Loft image library.
1d3992c1-60f9-49d5-a15b-996388c5b193,,Keep your Press Loft data up to date.
1d3992c1-60f9-49d5-a15b-996388c5b193,,Automatically hide images on Press Loft when products are removed.
a52d6553-f76f-4af1-84bb-e098ad215fe2,,"Sync all Shopify store data such as orders, customers and products."
a52d6553-f76f-4af1-84bb-e098ad215fe2,,Send email and SMS in one automation. Access 250 free email templates.
a52d6553-f76f-4af1-84bb-e098ad215fe2,,"Get unlimited phone, email and chat support. We help you set up your account."
a52d6553-f76f-4af1-84bb-e098ad215fe2,,"10+ automations such as abandoned cart saver, price drop winback, back in stock."
a52d6553-f76f-4af1-84bb-e098ad215fe2,,"Integrations with TargetBay reviews, Smile.io, Recharge, Zapier, Pabbly Connect."
9de2d3f6-a2c5-45fd-a153-339443b6cd1c,,Uniformly manage all platform commodities
9de2d3f6-a2c5-45fd-a153-339443b6cd1c,,Multi platform data automatic sorting
9de2d3f6-a2c5-45fd-a153-339443b6cd1c,,Multi platform order fast management to improve efficiency
d0ad0c49-c778-4d5e-afc1-b182106bb360,,"# CATALOG ANALYZER
Automatically find content gaps in product catalogs"
d0ad0c49-c778-4d5e-afc1-b182106bb360,,"# DATA OPTIMIZER
Collaborate to add, change, and enhance products based on SEO"
d0ad0c49-c778-4d5e-afc1-b182106bb360,,"# CONTENT PUBLISHER
Push the latest product updates to your store"
8e155c39-47a5-468f-9bd0-61a201786a80,,Mitigate any future fraud attempts with SecureTag.
8e155c39-47a5-468f-9bd0-61a201786a80,,Simplicity is a virtue. Secure your items with just a few clicks.
8e155c39-47a5-468f-9bd0-61a201786a80,,Stay in the know. Your products and orders are synced with SecureTag.
8e155c39-47a5-468f-9bd0-61a201786a80,,Give your customers a peace of mind with our proprietary security technology.
5f8df532-6296-427d-a2ae-470274b9da19,,Boost sales through engaging WhatsApp campaigns and automations
5f8df532-6296-427d-a2ae-470274b9da19,,Reply in seconds and 24/7 to your customers with our AI Assistant
5f8df532-6296-427d-a2ae-470274b9da19,,"Track orders generated, revenue, ROI, and other metrics all in one dashboard"
5f8df532-6296-427d-a2ae-470274b9da19,,Utilize your customer data through our integrations with Shopify and Klaviyo
5f8df532-6296-427d-a2ae-470274b9da19,,"Forward support tickets directly to Gorgias, Zendesk"
e0ac8a2b-749d-4527-9148-6b8867d618fd,,Automatic Recommendation - Auto product recommendation based on selected product
e0ac8a2b-749d-4527-9148-6b8867d618fd,,Advanced Algorithm - Finding the best products easier and faster
e0ac8a2b-749d-4527-9148-6b8867d618fd,,Manual Bundles - Allows users to manually assign products.
e0ac8a2b-749d-4527-9148-6b8867d618fd,,"Multiple Use Cases: Similar products, Pair it with, You may also buy, etc"
b424bd77-799a-4637-b768-9e7a44f6e456,,Parcel Tracking
b424bd77-799a-4637-b768-9e7a44f6e456,,Dropshipping Ready
b424bd77-799a-4637-b768-9e7a44f6e456,,Fulfillment Manager
eca9c1d8-8560-4dec-b029-cf268c908bbd,,Multilanguage automated WhatsApp review requests with AI
eca9c1d8-8560-4dec-b029-cf268c908bbd,,"Multilanguage WhatsApp Broadcast, Upsell, Cross-sell & Promotional Campaigns"
eca9c1d8-8560-4dec-b029-cf268c908bbd,,Abandoned cart recovery with instant WhatsApp message
eca9c1d8-8560-4dec-b029-cf268c908bbd,,Effortlessly manage customer interactions with our centralized WhatsApp Inbox
eca9c1d8-8560-4dec-b029-cf268c908bbd,,Collect and display photo/video reviews
bfc8ac50-0288-4c87-ab26-4dc2c9e0de65,,Create affiliate programs with 1-step integration.
bfc8ac50-0288-4c87-ab26-4dc2c9e0de65,,Promote products among creators in VOILA network.
bfc8ac50-0288-4c87-ab26-4dc2c9e0de65,,Track sales and commissions in real time.
bfc8ac50-0288-4c87-ab26-4dc2c9e0de65,,Derive market insights from affiliate orders.
c7f8acad-a564-4c02-9272-a9181514541e,,"Go cross border with multilingual,multi-currency, and international pricing feed"
c7f8acad-a564-4c02-9272-a9181514541e,,Easily submit multiple product variants to Google Shopping
c7f8acad-a564-4c02-9272-a9181514541e,,Generate feed for Google Shopping each unique language + currency combination.
c7f8acad-a564-4c02-9272-a9181514541e,,"You can submit a product with single or all variants with its color, image, size"
c7f8acad-a564-4c02-9272-a9181514541e,,"Works with Google channel, Facebook, Pinterest, bing, bol.com and 50 more sites"
6c47bb14-8b0a-4b68-ad44-77846b590332,,"Collect reviews, customer photos and videos with automated review request emails"
6c47bb14-8b0a-4b68-ad44-77846b590332,,Display reviews and UGC with speed-tested widgets that match your branding
6c47bb14-8b0a-4b68-ad44-77846b590332,,Get sales with discount codes for submitted product reviews and UGC
6c47bb14-8b0a-4b68-ad44-77846b590332,,"Support multiple languages with translated widgets, review forms and emails"
6c47bb14-8b0a-4b68-ad44-77846b590332,,Stand out in search results with ratings ratings using Google rich snippets
0722b1a5-222d-4e92-85b0-639629410c8b,,"Cross-Channel Marketing Communication > email, SMS, Push"
0722b1a5-222d-4e92-85b0-639629410c8b,,Customer Data Platform > Specific segmentation for your campaigns and audiences
0722b1a5-222d-4e92-85b0-639629410c8b,,"Personalization and Automation: website personalization with popups, products"
bf82e0ed-b26c-46ef-9f3b-5a0f0d6900dc,,Easily create reusable SMS text and MMS image message templates and flows.
bf82e0ed-b26c-46ef-9f3b-5a0f0d6900dc,,Automate your text message marketing based on customer actions and triggers.
bf82e0ed-b26c-46ef-9f3b-5a0f0d6900dc,,"Create customer segments using data such as location, abandoned cart, and more."
bf82e0ed-b26c-46ef-9f3b-5a0f0d6900dc,,Build & transfer TCPA-compliant subscriber lists. Understand customer profiles.
bf82e0ed-b26c-46ef-9f3b-5a0f0d6900dc,,"Track revenue, ROI, CTR, & conversion metrics using the built-in analytics tool."
8c16deaa-381b-4f1e-b654-c41e1e4240c4,,Handy and encouraging info card
8c16deaa-381b-4f1e-b654-c41e1e4240c4,,Navigation made easy
8c16deaa-381b-4f1e-b654-c41e1e4240c4,,Layers and controls
0ad17ceb-74c9-4d13-a39f-8de1f8330e17,,Update product title based on the variant selected.
0ad17ceb-74c9-4d13-a39f-8de1f8330e17,,Set up a single title rule for all your variants based on product information's.
0ad17ceb-74c9-4d13-a39f-8de1f8330e17,,Just One Click App reflect of complete product template information.
638a3b95-1e8c-44fa-91d7-1bcb489e6525,,Buy and print shipping labels
638a3b95-1e8c-44fa-91d7-1bcb489e6525,,Inventory management
638a3b95-1e8c-44fa-91d7-1bcb489e6525,,Listing management
d468bccd-c516-4d1e-bd8d-f8ec5fbb0351,,Fully open format for complete product tabs customization
d468bccd-c516-4d1e-bd8d-f8ec5fbb0351,,"Add hyperlinks, images, HTML code and more to your tabs menu"
d468bccd-c516-4d1e-bd8d-f8ec5fbb0351,,Enable hover effects on tabs - highlight or color invert
d468bccd-c516-4d1e-bd8d-f8ec5fbb0351,,"Select layout, size, width, style, transition speed & alignment"
d468bccd-c516-4d1e-bd8d-f8ec5fbb0351,,Product descriptions and tabs are supported in any language
d36d10c8-b0b0-4245-adfb-8fa1c1150172,,US Service and Support from Automotive eCommerce Veterans
d36d10c8-b0b0-4245-adfb-8fa1c1150172,,Search Engine Friendly URLs for Dynamic Vehicle & Facet Pages
d36d10c8-b0b0-4245-adfb-8fa1c1150172,,"Saved Vehicle Search, My Garage & Product Page Fitment Validator"
d36d10c8-b0b0-4245-adfb-8fa1c1150172,,"Dynamic, Category-Specific Qualifiers"
d36d10c8-b0b0-4245-adfb-8fa1c1150172,,Fitment-Specific Related Products
9176f5ff-6b7f-4792-be0a-b7e1cbd50d4f,,First-class support. Will usually respond in 24 hours if not 1-2 hours.
9176f5ff-6b7f-4792-be0a-b7e1cbd50d4f,,Easily add free plus shipping offers to boost your sales.
9176f5ff-6b7f-4792-be0a-b7e1cbd50d4f,,No programming or coding experience required.
9176f5ff-6b7f-4792-be0a-b7e1cbd50d4f,,"Fully automates ""free plus shipping"" setup."
d8eda366-1dc3-4581-a05c-06d9cfb5d531,,Centralize operations in one system.
d8eda366-1dc3-4581-a05c-06d9cfb5d531,,Sync stock with your Shopify webstore
d8eda366-1dc3-4581-a05c-06d9cfb5d531,,Streamline order fulfillment.
1e4e8105-0080-4d4f-9f40-7d1d190d6f3f,,Add and manage unlimited attributes. Unlimited orders and customers.
1e4e8105-0080-4d4f-9f40-7d1d190d6f3f,,Support adding order price base on the selection to increase income.
1e4e8105-0080-4d4f-9f40-7d1d190d6f3f,,Support to add the Terms and Conditions field in the cart and registered page.
741866ef-059b-4999-9337-8723198a5d80,,Simply connect Delighted to your Shopify store and select the survey delay
741866ef-059b-4999-9337-8723198a5d80,,"Use survey templates for post-delivery surveys NPS, CSAT, 5-star, and more"
741866ef-059b-4999-9337-8723198a5d80,,Customize your logo and brand for a beautifully branded survey design
741866ef-059b-4999-9337-8723198a5d80,,Real-time responses will appear in the dashboard to track trends overtime
741866ef-059b-4999-9337-8723198a5d80,,Works with Shopify POS to capture feedback for customers buying in stores!
19b97726-65ed-4859-8f95-cf2588cb1c80,,Upload product videos and generate 3D models with ease
19b97726-65ed-4859-8f95-cf2588cb1c80,,"Add the 360-degree, zoomable 3D viewer to your product page with Drag&Drop"
19b97726-65ed-4859-8f95-cf2588cb1c80,,Let potential customers interact with your products on both mobile and desktop
19b97726-65ed-4859-8f95-cf2588cb1c80,,A phone camera is all you need: 3D modelling has never been more accessible
19b97726-65ed-4859-8f95-cf2588cb1c80,,Start with our free plan and see for yourself - then scale up
c8478ee0-06e8-43ac-a7db-9138b2152246,,Breacrumbs created based on store's navigation
c8478ee0-06e8-43ac-a7db-9138b2152246,,Fully customizable breadcrumbs
c8478ee0-06e8-43ac-a7db-9138b2152246,,Complete schema structured data
c8478ee0-06e8-43ac-a7db-9138b2152246,,Automatically integrates with most review apps
c8478ee0-06e8-43ac-a7db-9138b2152246,,Fully editable breadcrumbs structure. Hide or show navigation items
e6dc128b-1e2d-43c3-a6b2-b43668e41b92,,"Customer on-boarding link & QR code - for use in-store, online, in print & more"
e6dc128b-1e2d-43c3-a6b2-b43668e41b92,,Interactive lookbook builder - including shoppable looks and videos
e6dc128b-1e2d-43c3-a6b2-b43668e41b92,,Customer preferences & engagement data - understand your customers
90cd2d6e-6867-4bc5-9cc2-82a0eec2e45a,,Synchronise all your orders seamlessly with FineCom.
90cd2d6e-6867-4bc5-9cc2-82a0eec2e45a,,"The app updates the order lists every hour, so you will always be up to date."
90cd2d6e-6867-4bc5-9cc2-82a0eec2e45a,,Totally automated
186ee653-ef40-4caa-b73c-f29d9b4f7b11,,Nurture | Guide | Educate: visitors as per their buying journey
186ee653-ef40-4caa-b73c-f29d9b4f7b11,,1-to-1 personalized product recommendations for first time or repeat customers
186ee653-ef40-4caa-b73c-f29d9b4f7b11,,Plug-n-play campaign editor with product images
186ee653-ef40-4caa-b73c-f29d9b4f7b11,,"With product page, landing page insights and abandoned cart report engage better"
902eed43-9d9c-4af0-8f19-60326d32ccbf,,Connect your Etsy/eBay channels and we will import existing marketplace products
902eed43-9d9c-4af0-8f19-60326d32ccbf,,Bulk edit existing/create new listings with an easy-to-use interface.
902eed43-9d9c-4af0-8f19-60326d32ccbf,,Order sync. All incoming marketplace orders will be pushed back to Shopify.
902eed43-9d9c-4af0-8f19-60326d32ccbf,,Stock levels will automatically sync on all connected marketplaces.
902eed43-9d9c-4af0-8f19-60326d32ccbf,,Get instant help with our dedicated live customer support.
8d24ec25-f4d9-40a3-8c2b-397017398fc5,,Optimize pick list grouping orders by product
8d24ec25-f4d9-40a3-8c2b-397017398fc5,,"Easy installation and use, no code changes needed and no customer data collected"
8d24ec25-f4d9-40a3-8c2b-397017398fc5,,"Generate summary report. Export to PDF, export to CSV or export to Excel (XLSX)"
a95716ee-1694-42a9-80f7-9f3a87b2c236,,Automated Order Confirmation
a95716ee-1694-42a9-80f7-9f3a87b2c236,,Automated Address Verification & Updation
a95716ee-1694-42a9-80f7-9f3a87b2c236,,COD to Prepaid Conversion
a95716ee-1694-42a9-80f7-9f3a87b2c236,,Coupon Creation
821b4f7a-f878-45bb-bef5-b221780dc69c,,Select and sell from a large number of dropship-ready products.
821b4f7a-f878-45bb-bef5-b221780dc69c,,"Automated inventory updates, order imports, & tracking updates in real time."
821b4f7a-f878-45bb-bef5-b221780dc69c,,Ship products to the United Kingdom and process unlimited orders.
b0ccabe6-d485-4e3d-99b3-ca8cc02afe64,,"Show Sticky Add to Cart, Slide Cart to desktop or mobile"
b0ccabe6-d485-4e3d-99b3-ca8cc02afe64,,Display Upsell Product Recommendations (Cart Upsell)
b0ccabe6-d485-4e3d-99b3-ca8cc02afe64,,"Create Free Shipping Progressive Bar, Cart Countdown Timer"
b0ccabe6-d485-4e3d-99b3-ca8cc02afe64,,Create an Add-On option for shipping insurance or other products of your choice.
b0ccabe6-d485-4e3d-99b3-ca8cc02afe64,,Improve the view cart button's visibility with a sticky cart button.
8544d84b-4729-4ffa-82ad-fb3223d86c00,,Migrate product data from amazon and 1688 to Shopify
8544d84b-4729-4ffa-82ad-fb3223d86c00,,Policy policy template management
8544d84b-4729-4ffa-82ad-fb3223d86c00,,Easy to set up the Google Ads campaign
8544d84b-4729-4ffa-82ad-fb3223d86c00,,Customizable Variant Picker extension
c12fd6ac-fbe6-4ba0-9458-0726d24233bc,,Easily showcase product variants as standalone products.
c12fd6ac-fbe6-4ba0-9458-0726d24233bc,,Sync inventory levels. Sync across all products.
c12fd6ac-fbe6-4ba0-9458-0726d24233bc,,Smart variables. Utilize smart variables.
631b3371-217f-4803-a272-63e910a1e398,,Site diagnosis
631b3371-217f-4803-a272-63e910a1e398,,Content suggestions
631b3371-217f-4803-a272-63e910a1e398,,Keyword planning
8ef375d4-0437-424f-ab19-e16e8865922d,,"Generate invoices, packing slips, credit notes + bulk export"
8ef375d4-0437-424f-ab19-e16e8865922d,,Capture VAT / tax numbers from your customers to include them in invoices
8ef375d4-0437-424f-ab19-e16e8865922d,,Custom PDF invoice / wholesale invoice template creation on Enterprise plan
8ef375d4-0437-424f-ab19-e16e8865922d,,Available in 20 languages + translation to your language
8ef375d4-0437-424f-ab19-e16e8865922d,,ZATCA / KSA / Fatoora (RTL) compliant premium template available
efbb32ba-0745-4bb7-a4a4-88225b820539,,Product description & theme translation
efbb32ba-0745-4bb7-a4a4-88225b820539,,Submit product feed to Google Merchant Center
efbb32ba-0745-4bb7-a4a4-88225b820539,,Export&import ARB files
75671362-37f2-4024-8bbb-8351e250c180,,"Automatic Sync: Everything is in sync with your store, even the inventory."
75671362-37f2-4024-8bbb-8351e250c180,,"New orders are pushed directly into your Shopify admin, ready to be fulfilled."
75671362-37f2-4024-8bbb-8351e250c180,,Seamless and hassle-free. It's almost too good to be true.
5f4094eb-d407-4b20-abc0-47bf02fabfaa,,"Add one-time or recurring events with daily, weekly or monthly patterns"
5f4094eb-d407-4b20-abc0-47bf02fabfaa,,"Automatically sync with Google Calendar, Eventbrite, Outlook or Zoom"
5f4094eb-d407-4b20-abc0-47bf02fabfaa,,"Customizable design, colors, typography, language, time format, week start, etc."
5f4094eb-d407-4b20-abc0-47bf02fabfaa,,"Month, Week, Agenda, and Cards views, all customizable to user preferences"
5f4094eb-d407-4b20-abc0-47bf02fabfaa,,"Community calendar - collect, review and approve events from your visitors"
559876cc-b5cf-46ba-acc7-3ee063b1c0d4,,Motivate repeat purchases with our fully customizable loyalty program
559876cc-b5cf-46ba-acc7-3ee063b1c0d4,,Let customers redeem rewards in the Cart without using widgets
559876cc-b5cf-46ba-acc7-3ee063b1c0d4,,"Integrate your loyalty program across the Product, Thank you and Account pages"
559876cc-b5cf-46ba-acc7-3ee063b1c0d4,,Dedicated Loyalty page and point expiry
559876cc-b5cf-46ba-acc7-3ee063b1c0d4,,"Encourage social sharing, following and likes on TikTok, Instagram, FB and more"
a5e27d70-8932-4633-bdea-ebdff27466c5,,Making a call is maximum easy
a5e27d70-8932-4633-bdea-ebdff27466c5,,Control the displaying of the widget
a5e27d70-8932-4633-bdea-ebdff27466c5,,Switchable elements of the call window
b8ffd7b1-1d94-4d6c-af73-7a560dcef1a1,,Store visualization - map visualization of store locations.
b8ffd7b1-1d94-4d6c-af73-7a560dcef1a1,,Comprehensive customer summaries - explore customers summery.
b8ffd7b1-1d94-4d6c-af73-7a560dcef1a1,,Country filtering - view customer data based on specific countries.
b8ffd7b1-1d94-4d6c-af73-7a560dcef1a1,,Immense store summaries - show store notification into the map.
071b1a77-d166-4147-b9fc-2dd067995604,,Upcharge: Custom option pricing to increase revenue per product feature
071b1a77-d166-4147-b9fc-2dd067995604,,Conditional Logic: Show/hide product options with conditional logic.
071b1a77-d166-4147-b9fc-2dd067995604,,Mobile First Layout: mobile layout optimized to increase usability and clicks.
e89fd400-af83-4c54-bc8a-9f6c6b0eb8bf,,One-click installation
e89fd400-af83-4c54-bc8a-9f6c6b0eb8bf,,Tracking pages: Home | Collections | SearchResults | Products | Cart | ThankYou
e89fd400-af83-4c54-bc8a-9f6c6b0eb8bf,,Tracking Events: PageLoadEvent | DynamicRemarkteingEvent | TransactionEvent
ae8fdbe7-1b6b-416e-9d75-9033e79f4d67,,Unlimited number of variants options & product options
ae8fdbe7-1b6b-416e-9d75-9033e79f4d67,,"Text input, Image swatches, Dropdown, Checkboxes, File Upload & more options"
ae8fdbe7-1b6b-416e-9d75-9033e79f4d67,,Conditional logic: Show/hide options by selection. Works with Shopify Variants.
ae8fdbe7-1b6b-416e-9d75-9033e79f4d67,,"Upsell with price add-ons to boost revenue, multi currency support"
ae8fdbe7-1b6b-416e-9d75-9033e79f4d67,,Bulk edit/apply: Spare time by copying and adding existing options to products
fdeb32cd-ba83-41ba-ae7d-56a45adb4e10,,Ability to view complete campaign performance analytics across all channels.
fdeb32cd-ba83-41ba-ae7d-56a45adb4e10,,Deal with real-time data to optimize marketing budget efficiently.
fdeb32cd-ba83-41ba-ae7d-56a45adb4e10,,"Install pixel on your store, enable first-party tracking"
fdeb32cd-ba83-41ba-ae7d-56a45adb4e10,,One-click integration with Facebook Ads and Google Ads
f154ef1d-75df-4289-bbe2-6b2935fbf1b0,,Outsource your social media growth to our team of experts and grow faster
